[Mon, 24 Nov 2008 12:11:54 -0300] | pedidos.php [Linea:221] | Error 8: Undefined variable: nombre
[Tue, 25 Nov 2008 09:57:38 -0300] | pedidos.php [Linea:81] | Error 8: Undefined variable: rut_rep_legal_valido
[Tue, 25 Nov 2008 09:57:38 -0300] | pedidos.php [Linea:88] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 09:57:38 -0300] | pedidos.php [Linea:113] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 09:57:38 -0300] | pedidos.php [Linea:114] | Error 8: Undefined variable: rut_rep_legal_valido
[Tue, 25 Nov 2008 09:57:38 -0300] | pedidos.php [Linea:114] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 09:57:38 -0300] | pedidos.php [Linea:115] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 09:57:39 -0300] | pedidos.php [Linea:118] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 09:57:43 -0300] | pedidos.php [Linea:81] | Error 8: Undefined variable: rut_rep_legal_valido
[Tue, 25 Nov 2008 09:57:43 -0300] | pedidos.php [Linea:88] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 09:57:43 -0300] | pedidos.php [Linea:113] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 09:57:43 -0300] | pedidos.php [Linea:114] | Error 8: Undefined variable: rut_rep_legal_valido
[Tue, 25 Nov 2008 09:57:43 -0300] | pedidos.php [Linea:114] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 09:57:43 -0300] | pedidos.php [Linea:115] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 09:57:43 -0300] | pedidos.php [Linea:118] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 09:57:51 -0300] | pedidos.php [Linea:81] | Error 8: Undefined variable: rut_rep_legal_valido
[Tue, 25 Nov 2008 09:57:51 -0300] | pedidos.php [Linea:88] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 09:57:51 -0300] | pedidos.php [Linea:113] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 09:57:51 -0300] | pedidos.php [Linea:114] | Error 8: Undefined variable: rut_rep_legal_valido
[Tue, 25 Nov 2008 09:57:51 -0300] | pedidos.php [Linea:114] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 09:57:51 -0300] | pedidos.php [Linea:115] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 09:57:51 -0300] | pedidos.php [Linea:118] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 09:58:42 -0300] | pedidos.php [Linea:81] | Error 8: Undefined variable: rut_rep_legal_valido
[Tue, 25 Nov 2008 09:58:42 -0300] | pedidos.php [Linea:89] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 09:58:42 -0300] | pedidos.php [Linea:114] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 09:58:42 -0300] | pedidos.php [Linea:115] | Error 8: Undefined variable: rut_rep_legal_valido
[Tue, 25 Nov 2008 09:58:42 -0300] | pedidos.php [Linea:115] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 09:58:42 -0300] | pedidos.php [Linea:116] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 09:58:42 -0300] | pedidos.php [Linea:119] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 09:58:47 -0300] | pedidos.php [Linea:81] | Error 8: Undefined variable: rut_rep_legal_valido
[Tue, 25 Nov 2008 09:58:47 -0300] | pedidos.php [Linea:89] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 09:58:47 -0300] | pedidos.php [Linea:114] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 09:58:47 -0300] | pedidos.php [Linea:115] | Error 8: Undefined variable: rut_rep_legal_valido
[Tue, 25 Nov 2008 09:58:47 -0300] | pedidos.php [Linea:115] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 09:58:47 -0300] | pedidos.php [Linea:116] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 09:58:47 -0300] | pedidos.php [Linea:119] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:01:00 -0300] | pedidos.php [Linea:81] | Error 8: Undefined variable: rut_rep_legal_valido
[Tue, 25 Nov 2008 10:01:00 -0300] | pedidos.php [Linea:89] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:01:00 -0300] | pedidos.php [Linea:91] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:01:00 -0300] | pedidos.php [Linea:115] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:01:00 -0300] | pedidos.php [Linea:116] | Error 8: Undefined variable: rut_rep_legal_valido
[Tue, 25 Nov 2008 10:01:00 -0300] | pedidos.php [Linea:116] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:01:00 -0300] | pedidos.php [Linea:117] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:01:00 -0300] | pedidos.php [Linea:120] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:01:02 -0300] | pedidos.php [Linea:81] | Error 8: Undefined variable: rut_rep_legal_valido
[Tue, 25 Nov 2008 10:01:02 -0300] | pedidos.php [Linea:89] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:01:02 -0300] | pedidos.php [Linea:91] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:01:02 -0300] | pedidos.php [Linea:115] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:01:02 -0300] | pedidos.php [Linea:116] | Error 8: Undefined variable: rut_rep_legal_valido
[Tue, 25 Nov 2008 10:01:02 -0300] | pedidos.php [Linea:116] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:01:02 -0300] | pedidos.php [Linea:117] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:01:02 -0300] | pedidos.php [Linea:120] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:01:24 -0300] | pedidos.php [Linea:81] | Error 8: Undefined variable: rut_rep_legal_valido
[Tue, 25 Nov 2008 10:01:24 -0300] | pedidos.php [Linea:89] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:01:24 -0300] | pedidos.php [Linea:91] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:01:24 -0300] | pedidos.php [Linea:115] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:01:24 -0300] | pedidos.php [Linea:116] | Error 8: Undefined variable: rut_rep_legal_valido
[Tue, 25 Nov 2008 10:01:24 -0300] | pedidos.php [Linea:116] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:01:24 -0300] | pedidos.php [Linea:117] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:01:24 -0300] | pedidos.php [Linea:120] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:04:04 -0300] | pedidos.php [Linea:81] | Error 8: Undefined variable: rut_rep_legal_valido
[Tue, 25 Nov 2008 10:04:04 -0300] | pedidos.php [Linea:95] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:04:04 -0300] | pedidos.php [Linea:99] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:04:04 -0300] | pedidos.php [Linea:127] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:04:04 -0300] | pedidos.php [Linea:128] | Error 8: Undefined variable: rut_rep_legal_valido
[Tue, 25 Nov 2008 10:04:04 -0300] | pedidos.php [Linea:128] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:04:04 -0300] | pedidos.php [Linea:129] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:04:04 -0300] | pedidos.php [Linea:132] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:04:07 -0300] | pedidos.php [Linea:81] | Error 8: Undefined variable: rut_rep_legal_valido
[Tue, 25 Nov 2008 10:04:07 -0300] | pedidos.php [Linea:95] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:04:07 -0300] | pedidos.php [Linea:99] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:04:07 -0300] | pedidos.php [Linea:127] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:04:07 -0300] | pedidos.php [Linea:128] | Error 8: Undefined variable: rut_rep_legal_valido
[Tue, 25 Nov 2008 10:04:07 -0300] | pedidos.php [Linea:128] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:04:07 -0300] | pedidos.php [Linea:129] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:04:07 -0300] | pedidos.php [Linea:132] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:04:39 -0300] | pedidos.php [Linea:81] | Error 8: Undefined variable: rut_rep_legal_valido
[Tue, 25 Nov 2008 10:04:39 -0300] | pedidos.php [Linea:95] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:04:39 -0300] | pedidos.php [Linea:99] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:04:39 -0300] | pedidos.php [Linea:127] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:04:39 -0300] | pedidos.php [Linea:128] | Error 8: Undefined variable: rut_rep_legal_valido
[Tue, 25 Nov 2008 10:04:39 -0300] | pedidos.php [Linea:128] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:04:39 -0300] | pedidos.php [Linea:129] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:04:39 -0300] | pedidos.php [Linea:132] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:04:48 -0300] | pedidos.php [Linea:81] | Error 8: Undefined variable: rut_rep_legal_valido
[Tue, 25 Nov 2008 10:04:48 -0300] | pedidos.php [Linea:95] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:04:48 -0300] | pedidos.php [Linea:99] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:04:48 -0300] | pedidos.php [Linea:127] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:04:48 -0300] | pedidos.php [Linea:128] | Error 8: Undefined variable: rut_rep_legal_valido
[Tue, 25 Nov 2008 10:04:48 -0300] | pedidos.php [Linea:128] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:04:48 -0300] | pedidos.php [Linea:129] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:04:48 -0300] | pedidos.php [Linea:132] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:05:23 -0300] | pedidos.php [Linea:127] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:05:23 -0300] | pedidos.php [Linea:132] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:05:27 -0300] | pedidos.php [Linea:127] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:05:27 -0300] | pedidos.php [Linea:132] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:05:43 -0300] | pedidos.php [Linea:127] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:05:43 -0300] | pedidos.php [Linea:132] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:05:50 -0300] | pedidos.php [Linea:127] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:05:50 -0300] | pedidos.php [Linea:132] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:06:05 -0300] | pedidos.php [Linea:127] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:06:05 -0300] | pedidos.php [Linea:132] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:06:11 -0300] | pedidos.php [Linea:127] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:06:11 -0300] | pedidos.php [Linea:132] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:07:12 -0300] | pedidos.php [Linea:113] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:07:12 -0300] | pedidos.php [Linea:118] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:07:30 -0300] | pedidos.php [Linea:113] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:07:30 -0300] | pedidos.php [Linea:118] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:07:37 -0300] | pedidos.php [Linea:111] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:07:37 -0300] | pedidos.php [Linea:116] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:08:31 -0300] | pedidos.php [Linea:111] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:08:31 -0300] | pedidos.php [Linea:112] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:08:31 -0300] | pedidos.php [Linea:113] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:08:31 -0300] | pedidos.php [Linea:116] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:08:38 -0300] | pedidos.php [Linea:111] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:08:38 -0300] | pedidos.php [Linea:112] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:08:38 -0300] | pedidos.php [Linea:113] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:08:38 -0300] | pedidos.php [Linea:116] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:08:43 -0300] | pedidos.php [Linea:111] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:08:43 -0300] | pedidos.php [Linea:111] | Error 8: Undefined variable: rut_digit_valido
[Tue, 25 Nov 2008 10:08:43 -0300] | pedidos.php [Linea:112] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:08:43 -0300] | pedidos.php [Linea:113] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:08:43 -0300] | pedidos.php [Linea:116] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:08:50 -0300] | pedidos.php [Linea:111] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:08:50 -0300] | pedidos.php [Linea:116] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:11:41 -0300] | pedidos.php [Linea:111] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:11:41 -0300] | pedidos.php [Linea:117] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:11:45 -0300] | pedidos.php [Linea:111] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:11:45 -0300] | pedidos.php [Linea:112] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:11:45 -0300] | pedidos.php [Linea:113] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:11:45 -0300] | pedidos.php [Linea:117] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:17:33 -0300] | pedidos.php [Linea:110] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:17:33 -0300] | pedidos.php [Linea:111] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:17:33 -0300] | pedidos.php [Linea:112] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:17:33 -0300] | pedidos.php [Linea:116] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:17:41 -0300] | pedidos.php [Linea:100] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:17:41 -0300] | pedidos.php [Linea:281] | Error 2: mail() [<a href='function.mail'>function.mail</a>]: &quot;sendmail_from&quot; not set in php.ini or custom &quot;From:&quot; header missing
[Tue, 25 Nov 2008 10:19:45 -0300] | pedidos.php [Linea:113] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:19:45 -0300] | pedidos.php [Linea:119] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:20:17 -0300] | pedidos.php [Linea:113] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:20:17 -0300] | pedidos.php [Linea:119] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:20:27 -0300] | pedidos.php [Linea:113] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:20:27 -0300] | pedidos.php [Linea:119] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:29:17 -0300] | pedidos.php [Linea:113] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:29:17 -0300] | pedidos.php [Linea:119] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:35:12 -0300] | pedidos.php [Linea:117] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:35:12 -0300] | pedidos.php [Linea:123] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:41:01 -0300] | pedidos.php [Linea:127] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:41:01 -0300] | pedidos.php [Linea:133] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:41:55 -0300] | pedidos.php [Linea:127] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:41:55 -0300] | pedidos.php [Linea:133] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:41:55 -0300] | pedidos.php [Linea:136] | Error 8: Undefined variable: prod_empty
[Tue, 25 Nov 2008 10:42:00 -0300] | pedidos.php [Linea:59] | Error 8: Undefined variable: productos
[Tue, 25 Nov 2008 10:42:00 -0300] | pedidos.php [Linea:127] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:42:00 -0300] | pedidos.php [Linea:133] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:42:12 -0300] | pedidos.php [Linea:117] | Error 8: Undefined variable: prod_empty
[Tue, 25 Nov 2008 10:42:12 -0300] | pedidos.php [Linea:117] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:42:12 -0300] | pedidos.php [Linea:298] | Error 2: mail() [<a href='function.mail'>function.mail</a>]: &quot;sendmail_from&quot; not set in php.ini or custom &quot;From:&quot; header missing
[Tue, 25 Nov 2008 10:43:31 -0300] | pedidos.php [Linea:127] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:43:31 -0300] | pedidos.php [Linea:133] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:43:31 -0300] | pedidos.php [Linea:136] | Error 8: Undefined variable: prod_empty
[Tue, 25 Nov 2008 10:45:03 -0300] | pedidos.php [Linea:59] | Error 8: Undefined variable: productos
[Tue, 25 Nov 2008 10:45:03 -0300] | pedidos.php [Linea:127] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:45:03 -0300] | pedidos.php [Linea:133] | Error 8: Undefined variable: fax_valido
[Tue, 25 Nov 2008 10:54:57 -0300] | pedidos.php [Linea:56] | Error 8: Undefined variable: productos
[Tue, 25 Nov 2008 10:54:57 -0300] | pedidos.php [Linea:122] | Error 8: Undefined variable: rut_valido
[Tue, 25 Nov 2008 10:54:57 -0300] | pedidos.php [Linea:122] | Error 8: Undefined variable: rut_digit_valido
[Tue, 25 Nov 2008 10:54:57 -0300] | pedidos.php [Linea:123] | Error 8: Undefined variable: rut_rep_legal_valido
[Tue, 25 Nov 2008 10:54:57 -0300] | pedidos.php [Linea:123] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:54:57 -0300] | pedidos.php [Linea:124] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Tue, 25 Nov 2008 10:54:57 -0300] | pedidos.php [Linea:128] | Error 8: Undefined variable: fax_valido
[Wed, 04 Mar 2009 11:45:29 -0300] | pedidos.php [Linea:56] | Error 8: Undefined variable: productos
[Wed, 04 Mar 2009 11:45:29 -0300] | pedidos.php [Linea:122] | Error 8: Undefined variable: rut_valido
[Wed, 04 Mar 2009 11:45:29 -0300] | pedidos.php [Linea:122] | Error 8: Undefined variable: rut_digit_valido
[Wed, 04 Mar 2009 11:45:29 -0300] | pedidos.php [Linea:123] | Error 8: Undefined variable: rut_rep_legal_valido
[Wed, 04 Mar 2009 11:45:29 -0300] | pedidos.php [Linea:123] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Wed, 04 Mar 2009 11:45:29 -0300] | pedidos.php [Linea:124] | Error 8: Undefined variable: rut_digit_rep_legal_valido
[Wed, 04 Mar 2009 11:45:29 -0300] | pedidos.php [Linea:128] | Error 8: Undefined variable: fax_valido
